costumer_id,recom_articles
9013787811929751321,"[825600002, 355072002, 838357002, 689109003, 762261005, 568597006, 824767001, 350911002, 679508002, 732842021, 537065001, 724905002, 632982059, 825086001, 820563003, 771005001, 791293002, 895506003, 671783001, 751783001, 559634018, 798972004, 775996012, 660497006, 743633008, 633148017, 832166002, 718438002, 711462005, 623632001, 502224001, 736592003, 591334019, 512251012, 781413001, 683621001, 554598027, 759482001, 752570001, 661306005, 850895001, 896527002, 778064028, 731407005, 730683041, 798265001, 837049002, 852174001, 797710001, 711694003, 708366004, 772899001, 811235004, 657208001, 764280001, 294008005, 726925005, 832482002, 653666006, 808631002, 794572001, 742924002, 784396004, 831777001, 695457004, 380193006, 682550001, 816759029, 755574006, 775435001, 623115005, 536139006, 761248002, 736672003, 695584003, 777504006, 678965001, 717365002, 685813001, 790645007, 784650001, 707743003, 749407004, 618655006, 638751007, 649440030, 684021022, 806388003, 664074022, 519583015, 763785001, 910601003, 599945006, 739529007, 673396015, 617502001, 751155001, 790216001, 253448002, 747080001, 700104006, 678280009, 841565001, 637661003, 702834001, 745138002, 708466001, 574109012, 803250001, 783346008, 772743001, 574109017, 875719003, 719239001, 790791004, 408647009, 599580001, 865073001, 865073002, 671985001, 662577001, 585158001, 688326005, 663515004, 189616008, 785861001, 799365003, 777754001, 688474005, 842607001, 732463001, 733935003, 714927003, 724399002, 818031003, 794884001, 752516003, 817497001, 832473001, 504154027, 312878001, 716419001, 465816001, 810520002, 860525001, 738713035, 776237006, 779842001, 836226001, 826498003, 844503001, 674606046, 709996002, 611415014, 834412007, 849217001, 822017002, 766785003, 710486001, 708459007]"
9070597775879917454,"[516000001, 815072002, 399136004, 490176004, 612800008, 408875017, 774005002, 804992016, 551370001, 859850002, 558986003, 748566033, 811925011, 870442004, 870282001, 877599001, 648255001, 306847002, 563519008, 707508002, 904820002, 838729001, 824905003, 671550001, 879294002, 638142002, 738366001, 528019001, 699924030, 753214014, 852584001, 761288002, 657512003, 893064003, 841960002, 818024003, 701853001, 857277001, 812189002, 684021070, 788946001, 783346001, 832114002, 852370004, 448509014, 535826006, 661095001, 812167002, 758034015, 746076001, 824764001, 885468002, 720572001, 697489002, 709297003, 863665002, 660497005, 662257006, 599580014, 767046001, 708230001, 828934002, 568838008, 579302009, 741115003, 663515005, 713712001, 650672002, 751216001, 692155016, 657925001, 599580042, 707717005, 784698001, 777690002, 509210002, 740922002, 890554002, 658298006, 443696021, 782874004, 796239001, 867023001, 868751001, 656367001, 599580056, 552346014, 768879001, 754223009, 722468002, 457892003, 687524003, 834340002, 618287012, 858052007, 857924004, 599580072, 723353002, 618287018, 687524013, 817358001, 731086002, 695214003, 636323001, 854883002, 670435001, 764355004, 306307005, 696931002, 679854013, 759480001, 849112001, 399256005, 540269001, 553069002, 870765002, 757805002, 713602002, 820162002, 723799001, 736887003, 776237020, 768759006, 673900001, 726956001, 811660001, 537346020, 399201002, 807329002, 692833004, 649323001, 685814001, 829014002, 829302004, 408875001, 770315005]"
9200614710557398039,"[748032001, 684704002, 706016001, 842560001, 825600002, 823168006, 685813001, 771829002, 838357002, 689109003, 902229003, 723349003, 736213002, 876053002, 815338002, 640021011, 816938006, 413707031, 764895001, 733098011, 679285020, 640021023, 739732001, 789225001, 763785001, 688105002, 673396015, 739529007, 660830001, 754835001, 796243001, 717779001, 585480001, 253448002, 707208003, 634333001, 802461001, 807005003, 818397001, 903773002, 772349008, 788754002, 868018004, 803986008, 746994009, 774151001, 790791004, 664647004, 684021087, 690108001, 559634018, 636455009, 731644001, 519847025, 898694001, 742982003, 605094001, 783398001, 686587001, 663515004, 773808002, 736592003, 787216003, 516859013, 868939001, 820357001, 665477002, 708090001, 891322004, 650682004, 674010008, 718575001, 732463001, 857007001, 794884001, 777892001, 873092002, 676580003, 687034024, 698276009, 824185002, 757614001, 583534002, 666382005, 772899001, 764280001, 685816002, 733101001, 673677002, 852365001, 726925005, 485678032, 745058001, 826498003, 843671001, 580482012, 794572001, 595201001, 765729001, 909185002, 887830002, 799190003, 740427001, 765739003]"
9225493869040842550,"[777648002, 680912005, 562252038, 488561032, 649509001, 762762001, 693322006, 783707031, 707167001, 760084003, 653716007, 602409001, 889753001, 720441001, 697054002, 885923001, 598755001, 676387001, 710899003, 781688002, 632803012, 754354001, 825714001, 724402005, 673799001, 740519002, 749159007, 788455008, 625196005, 769814002, 507910004, 572998009]"
9346563056915800472,"[745168001, 828992001, 656032005, 618800006, 727029001, 123173001, 761701002, 698949002, 850917005, 721178002, 585130007, 707135001, 717679001, 556527004, 774191004, 638228002, 806388002, 736681001, 753737001, 668153001, 688537004, 780297002, 851694001, 689022002, 891630001, 697054004, 693694001, 796137010, 723667001, 734435001, 719523001, 779331001, 642051004, 753214014, 736584001, 797624003, 794760003, 568601030, 610744006, 767032006, 568573001, 809549002, 840061002, 877773004, 756322001, 788242001, 671607001, 732727002, 751468001, 734460002, 640156004, 756209001, 832465001, 581105002, 832465002, 251510001, 541926001, 708311029, 784587002]"
9390227280605553538,"[790976003, 695544005, 708677001, 794389001, 819485001, 722890001, 713533009, 809874001, 789087001, 870967002, 790663003, 677351003, 671556001, 729620002, 821148003, 868060003, 728156010, 692745003, 872537004, 765308013, 685009007, 726382001, 710766002, 827838003, 791798001, 844198002, 854883002, 818779003, 918707002]"
9616139109051347546,"[868544001, 731280002, 902288003, 835136002, 883275001, 817280008, 846581001, 746069006, 789770001, 909914002, 700938003, 844906001, 589599001, 663679001, 768879001, 706016028, 745199003, 684340002, 842724003, 316441001, 744393002, 643577001, 877273001, 837694001, 797710002, 554598067, 762846008, 685683001, 868163002, 674651001, 827411006, 646536001, 882840002, 889379010, 864216004, 610776001, 552473031, 716045001, 566621002, 742925001, 857901001, 573085005, 811773002, 761698002, 826498003, 828114003, 731160021, 687704022, 573085020, 836284002, 776237030, 843537001, 711521004, 909371001, 874891003, 572998012]"
9681636028550047242,"[829302008, 502224001, 825600002, 706016001, 695584003, 799365003, 790645007, 777754001, 661306005, 824767001, 856527002, 733935003, 752607001, 799679001, 618655006, 638751007, 679508002, 806388003, 752516003, 519583015, 537065001, 877961007, 852174001, 831918001, 797710001, 707075001, 811235004, 790216001, 735064002, 669896003, 771005001, 723341001, 637661003, 610776010, 710397002, 923037001, 767570001, 653666006, 772743001, 709996002, 611415014, 671985001, 695457004, 775996012, 743633008, 689094001, 893798001, 710486001, 456163064, 805947002, 708459007]"
9704365346459944637,"[729808002, 680912005, 631536012, 707717005, 762762001, 870282001, 758650003, 693322006, 599580056, 724906009, 753279001, 707167001, 768879001, 760084003, 618287012, 857924004, 653716007, 599580072, 511817001, 720441001, 665657003, 838729001, 618287018, 687524013, 697054002, 599580083, 676387001, 710899003, 237347004, 679854013, 179208001, 781688002, 818024003, 632803012, 552473031, 651869001, 783346001, 832114002, 724402005, 673799001, 740519002, 768759006, 776237029, 240561001, 863665002, 611020017, 828934002, 507910004, 568838008, 572582012]"
9762107603184521277,"[786304001, 399201026, 752000003, 501323012, 786304005, 835136002, 790101001, 757194002, 832330002, 752607001, 799679001, 802815001, 815028001, 664074018, 706016038, 111593001, 734569002, 817417005, 877961007, 844734001, 464297021, 663016001, 636392001, 669896003, 719272002, 923037001, 886557002, 710397002, 809874001, 767570001, 746994001, 883026001, 867979001, 723378001, 747634008, 738567002, 501820001, 501820002, 777148001, 892892001, 803772003, 735121001, 685009003, 728156014, 824337007, 689094001, 893798001, 572998001, 591334003, 614854005, 760123001, 805947002, 782875003, 766523001, 693243003, 501915004, 732411002, 700912001, 711440002, 618800002, 736624001, 620933002, 640613003, 865594002, 714650003, 741466004, 561445018, 685284003, 682457001, 765689001, 752857003, 746329003, 852910001, 667499003, 707075001, 597891002, 666382015, 633464001, 735064002, 737432001, 719544002, 821336004, 781613001, 763469001, 673677002, 723341001, 610776010, 803757002, 537688015, 456163064, 754925002, 843373002, 816962001, 660599002, 871468001, 373506024, 805505001, 562245097, 826508010, 552471019, 521302004, 829302008, 761067001, 817067003, 866731001]"
9972731811958535015,"[702800001, 722912002, 722224001, 108775044, 752000008, 708021001, 746069002, 796245001, 783384008, 801477001, 914893001, 824778001, 580482002, 731834002, 880706002, 815471001, 802815001, 770743001, 762063004, 773015001, 723799004, 926500001, 832732002, 714620007, 863595001, 867942001, 780899001, 682670007, 588771001, 749699002]"
10030328408931214948,"[771664001, 547752004, 853186001, 626813010, 674606037, 674606042, 880839003, 823140002, 640244002, 674492003, 760084006, 883033002, 578113002, 878382001, 566942002, 754374001, 620963002, 607427005]"
10077629039218435459,"[786304001, 355072002, 574752003, 501323012, 786304005, 902229003, 705258001, 819082006, 816938006, 664074018, 111593001, 734569002, 688105002, 817417005, 716958001, 660830001, 796243001, 717779004, 680264001, 663016001, 568808001, 585480001, 707208003, 886557002, 864509002, 807005003, 809874001, 605106002, 717490002, 849586004, 681373013, 747634008, 733831001, 664647004, 684021087, 501820001, 501820002, 372860001, 393447015, 824337007, 898694001, 624486002, 742982003, 760123001, 696155002, 782875003, 755440001, 695632001, 711440002, 747984001, 325542018, 787216003, 153115019, 714650003, 741466004, 891322004, 777892001, 685284003, 682457001, 698276009, 622745003, 752857003, 746329003, 607705003, 852910001, 583534002, 806243005, 666382015, 633464001, 685816002, 810744003, 763469001, 689165001, 723341004, 399256013, 537688015, 485678032, 510210001, 695632087, 867979001, 538283002, 536139006]"
10148114305358768641,"[733424002, 762048002, 652869001, 787237002, 628917001, 604015001, 784143001, 658495001, 636207006, 702762014, 854025003, 743113004, 687524014, 484398001, 834051002, 678968001, 708472003, 294008005, 655784007, 722349006, 679853009, 726418002, 861682001, 715154004, 578311002, 734460002, 675068008, 814705001, 677638001, 682550002, 712838006, 782875001, 562252031]"
10178964650992604631,"[704128001, 355072002, 838357002, 666581003, 689109003, 762261005, 568597006, 723669002, 873706001, 350911002, 679508002, 732842021, 537065001, 724905002, 632982059, 820563003, 630141002, 487827024, 745298001, 770578001, 895506003, 671783001, 751783001, 737639001, 559634018, 798972004, 775996012, 743633008, 633148017, 832166002, 589222001, 711462005, 623632001, 502224001, 736592003, 683621001, 554598027, 759482001, 752570001, 661306005, 850895001, 896527002, 856527002, 778064028, 731407005, 668815001, 730683041, 600932001, 754404004, 798265001, 837049002, 678073001, 772537001, 797710001, 842062003, 708366004, 711694003, 772899001, 657208001, 764280001, 294008005, 726925005, 832482002, 399223001, 808631002, 399223004, 718732001, 742924002, 794572001, 831777001, 695457004, 399201005, 682550001, 738230004, 816759029, 755574006, 399223029, 775435001, 721270012, 623115005, 536139006, 723872001, 761248002, 736672003, 695584003, 777504006, 678965001, 717365002, 685813001, 790645007, 784650001, 429322001, 707743003, 749407004, 638751007, 519583015, 763785001, 910601003, 739529007, 817353007, 673396015, 617502001, 693321007, 751155001, 744712001, 253448002, 790216001, 747080001, 585480001, 700104006, 678280009, 700701002, 841565001, 572573002, 614429002, 779890001, 745138002, 574109012, 779250006, 574109017, 719239001, 875719003, 790791004, 408647009, 599580001, 746332002, 865073001, 865073002, 671985001, 585158001, 278811002, 663515004, 189616008, 785861001, 777754001, 688474005, 842607001, 732463001, 714927003, 794884001, 547780002, 752516003, 659460003, 817497001, 504154027, 563609005, 312878001, 716419001, 465816001, 810520002, 781400002, 860525001, 857901001, 738713035, 776237006, 779842001, 836226001, 826498003, 743234001, 674606046, 709996002, 708460006, 834412007, 849217001, 766785003, 710486001, 743979002, 708459007]"
10290567856447328355,"[523404032, 935840001, 829152002, 776885001, 579541004, 893045004, 399061011, 693322013, 830100001, 884319009, 555369001, 836009001, 568137003, 673396009, 854025003, 224521007, 487050032, 643358001, 865470002, 837576001, 868392002, 893064003, 857448004, 685448005, 589896008, 695421001, 700701001, 800573001, 788946001, 775026001, 841383002, 772711004, 777628002, 636455012, 554726002, 779622005, 899003001, 620208001, 726128002, 747984002, 783440005, 693243016, 784485002, 817285002, 787237005, 693242001, 762896024, 399087001, 867023003, 790383006, 858052008, 747737001, 760633001, 662948013, 589924014, 562245039, 702702001, 690478001, 751471027, 737710005, 677347003, 237347004, 892920001, 863000003, 718189003, 759415001, 739575001, 787095003, 674606044, 537346013, 674606047, 869889002, 863937003, 867446002, 695542007, 408875001, 616225019]"
10347778397187146388,"[745168001, 714790020, 656032005, 618800006, 778064006, 879248008, 829397001, 854261002, 781813002, 857621001, 832330004, 914351002, 774191004, 634591005, 737060001, 726228002, 739188001, 668153001, 653577001, 781833003, 688873003, 711945001, 851694001, 891630001, 666382003, 747198003, 777038002, 723667001, 625635002, 881635001, 721059003, 753214014, 736584001, 456163009, 797624003, 674606020, 715624003, 372008001, 716344001, 783384005, 568573001, 826541001, 881117001, 768440011, 692930001, 717490002, 392269011, 736765011, 758642001, 770578002, 915026001, 732727002, 660599002, 456163034, 703207003, 660599007, 751468001, 682236001, 629420001, 629420002, 857004001, 867260002, 711521001, 612481002, 770241001, 723201004, 645638001, 873158002, 819462002, 607030006, 906635001, 599580026, 760123003, 536139006]"
10369403527415151826,"[866520001, 648256002, 919248002, 676592002, 634320007, 889565001, 707717006, 644797009, 581138002, 752514007, 822199001, 876367002, 634591002, 739503002, 875239002, 580482011, 879863001, 572604001, 576775009, 677999012, 776237029, 605777010, 762846003, 607030008, 850251001, 645065020, 822203005]"
10371736875070843763,"[706016001, 723872001, 859136002, 830016003, 893141001, 723669002, 727061002, 563477007, 706016015, 429322001, 873706001, 827370002, 816490001, 774879001, 739903001, 678687001, 731743002, 589748001, 830100002, 746196002, 746644001, 744073001, 560393001, 693321007, 555102001, 721118001, 724905009, 855198005, 670942007, 669715001, 585480001, 710056001, 662344003, 700701001, 572573002, 614429002, 630141002, 762205003, 749885001, 661373001, 700850003, 702802003, 737639001, 855239002, 717050001, 812167004, 686631001, 746087002, 746332002, 678942054, 524529001, 639985002, 767473003, 789393003, 704849001, 739953004, 589222001, 659462002, 648998001, 606107001, 759814010, 743803002, 554450042, 278811002, 718939002, 539291001, 759814011, 679280001, 874064001, 745232003, 708379004, 470789001, 550309001, 811397005, 739590033, 777018002, 892421009, 717370001, 661306005, 717490070, 599580055, 734874002, 668815001, 811663002, 663567001, 849519004, 618287006, 600932001, 547780002, 659460003, 720228002, 643396001, 816591015, 678073001, 772537001, 835417002, 563609005, 784537005, 853006001, 903374001, 699075001, 716163001, 611235002, 637283007, 921944001, 785464001, 695544002, 559630020, 399256005, 857901001, 803757002, 559630026, 746509004, 743234001, 713997016, 743223001, 660599002, 716951001, 724567004, 776237022, 578316001, 640716001, 686604003, 629420002, 708460006, 660599014, 748097003, 399201005, 825782002, 399223029, 770315001, 852523003]"
10416734247404868338,"[562252035, 706016009, 711701003, 576661008, 743594002, 775402004, 606154009, 672127002, 739903001, 765972001, 798516001, 746644001, 678153001, 464927018, 660308011, 854025004, 843753004, 681385003, 560393001, 581086001, 740958002, 437150001, 735550004, 670942007, 575347003, 676979007, 901480001, 689365058, 710056001, 749885001, 671453002, 630141002, 734077003, 661373001, 487827024, 702802003, 419634010, 649671004, 753916001, 883068004, 681180006, 824764007, 688273001, 581105001, 843537003, 697649001, 355569002, 524529001, 639985002, 707782002, 702790003, 644763001, 606107001, 759814011, 729275004, 626587004, 736923011, 637680004, 747216003, 748816005, 683024003, 470789001, 681381003, 446224016, 189626001, 674010002, 717370001, 734874002, 671663001, 811663002, 700079003, 652367003, 921380001, 687524002, 643396001, 676207012, 712793001, 768921001, 671385002, 784537005, 903374001, 681657010, 711427001, 874819002, 738072001, 921944001, 399256005, 690936006, 843373001, 757709005, 885047002, 776237022, 793506015, 578316001, 820428002, 780172004, 800225001, 815105002, 667446001, 399223026, 828982004, 120129014, 741419001, 741419002]"
10418455538486922365,"[651200001, 648256002, 542464003, 490176004, 842112001, 760597001, 804992016, 748566033, 934122004, 797567002, 834217009, 756350002, 618942001, 756094001, 573716024, 820883001, 699924030, 852584001, 856232002, 636392003, 857277001, 572797001, 788946001, 747986001, 644797009, 852370004, 581138002, 890450001, 661095001, 875239002, 746087001, 852775002, 758034015, 824764001, 572604001, 717884003, 681916009, 675281003, 760806001, 678694002, 605777010, 717755003, 822203005, 878800002, 712272003, 919248002, 759952002, 634320007, 747045001, 784677002, 793018001, 784698001, 740922002, 834682004, 658298006, 897423001, 734287001, 734287002, 876367002, 722468002, 687524003, 586896039, 927865001, 743630001, 636323001, 854883002, 627107005, 733027006, 663160001, 777229004, 932365005, 654434001, 761698001, 822199001, 879863001, 462435035, 395575001, 708471006, 711649001, 897505001, 807329002, 399201002, 523489001, 704630003, 600886004, 856310006, 607030008, 850251001, 832331004, 399136004, 590517003, 685066002, 635274003, 634591002, 589748001, 770825001, 837278001, 597918001, 762846003, 904414005, 776179003, 874547003, 645065020, 722376001, 589599042, 893064003, 630046020, 585480002, 785416003, 701853001, 889565001, 762205003, 717490002, 767687001, 861767001, 790663003, 649671004, 576775009, 885468002, 798407010, 664561001, 524529004, 705734001, 794395001, 708379003, 783280001, 676592002, 741040001, 564358023, 599580042, 707717006, 737626002, 509210002, 739503002, 818031002, 818031004, 552346014, 754223009, 677999012, 665668004, 701657001, 671022001, 705966005, 752814006, 866755001, 583534009, 844483001, 751939004, 866520001, 798744003, 861848004, 759277001, 870765002, 877037003, 746861001, 537688015, 610776023, 752514007, 829783001, 723799001, 818391001, 726956001, 888727009, 537346020, 776237029, 821057001, 873217003, 725718001, 860630003, 836267001]"
10468507162323240060,"[721952001, 355072002, 878816002, 736672003, 761248002, 777504006, 689109001, 863477001, 760597003, 846581001, 762261005, 678965001, 717365002, 784650001, 589599001, 663679001, 556255003, 803647003, 706016028, 707743003, 350911002, 749407004, 537076001, 752020002, 815572002, 865799003, 732842021, 720137002, 787561003, 910601003, 632982059, 739529007, 735550001, 837694001, 762846008, 890195003, 820563003, 835240001, 710728001, 671624001, 788328001, 762856008, 720125001, 566621002, 678280009, 790973001, 573085005, 817181005, 772349009, 895506003, 574109012, 812807001, 719239001, 758002011, 875719003, 573085020, 795975003, 574109017, 671783001, 685468001, 599580001, 408647009, 798972004, 761713001, 795761001, 865073002, 240561001, 865073001, 585158001, 832166002, 533404021, 711462005, 775435001, 875227001, 805275003, 708379003, 599718016, 682832001, 623632001, 902288003, 189616008, 863013001, 785861001, 554598027, 759482001, 842607001, 837743002, 896527002, 778064028, 816623001, 714927003, 731407005, 729860001, 895993001, 685017002, 837049002, 504154027, 643833005, 703065002, 895993004, 798265001, 312878001, 823118002, 708366004, 794819001, 572515001, 717251001, 756771001, 644803002, 820483001, 735064001, 882840002, 810520002, 465816001, 657208001, 294008005, 552473031, 716045001, 860525001, 738713035, 776237006, 779842001, 832482002, 786978004, 792695001, 808631002, 730135004, 674606046, 852940001, 742924002, 834412007, 831777001, 733441003, 797942001, 814667001, 874891003, 733067004, 623115005, 536139006]"
10484329542132575440,"[758064002, 699600003, 708472003, 851608003, 746067002, 882757003, 603584018, 689898002, 408554004, 717490008, 919391002, 700367006, 578476001, 758084002, 648868001, 836284003, 826508005, 736108001, 643588007, 211143037, 858161001, 732017001, 817353002, 746073004, 688537005, 579541042, 775996020, 777043002, 253448059, 798763004, 599718013]"
10485727220154282569,"[743616001, 355072002, 706016001, 761968002, 189616006, 777504006, 785861001, 707269003, 707269004, 642437005, 716581003, 762261005, 759482001, 709407001, 734287001, 734287002, 350911002, 749407004, 770351005, 797988005, 548613029, 723529003, 809961003, 789390001, 698718002, 537817011, 560270001, 772830001, 873678003, 751587001, 788846010, 745475004, 510126016, 465816001, 719523016, 678280009, 682813001, 712216009, 842605009, 778386002, 822946002, 574109017, 734647002, 671783001, 307239004, 689564001, 408647009, 688172003, 742924002, 802556001, 834412007, 694321001, 228257002, 685089003, 752689002, 841260015, 661686001, 831446002, 731046003, 775435001, 745963002, 738731005]"
10612398931566971358,"[761648001, 909552001, 355072003, 747984001, 817472005, 325542018, 808624007, 752000008, 796245001, 746069002, 787237001, 869397001, 682325001, 689109001, 554757003, 664074001, 824778001, 819082006, 785034008, 815471001, 802815001, 806335001, 479167004, 762063004, 839311003, 537839004, 406724001, 718292001, 572127013, 586955001, 743908009, 681657002, 847673003, 632982059, 607705003, 878382001, 672590001, 842606003, 583534002, 716958001, 682670007, 588771001, 179123001, 749699002, 683651002, 806243005, 696155002, 538283002, 810744003, 739144004, 705293001, 730013001, 689165001, 864509002, 723341004, 762856014, 324946001, 580482002, 781570001, 456163028, 849586004, 681373013, 883719001, 456163034, 454199002, 751591002, 733831001, 697564005, 714620007, 684588008, 867942001, 844198002, 696587001, 833499002, 598859003, 536139006]"
10637531262446564208,"[817472001, 690624002, 727616003, 603584004, 872000002, 891392001, 760597001, 841173002, 868309002, 810005002, 579541004, 816597006, 773461001, 670698001, 557994007, 676052001, 554772002, 814441001, 825577002, 932798001, 879294002, 510675001, 905811002, 856232002, 857448004, 655784007, 695421001, 720125007, 487827024, 788946001, 685010001, 721298003, 856786002, 722343001, 841383002, 772711004, 897340001, 734460002, 784785002, 720125040, 760806001, 779622005, 351484026, 720125051, 846139003, 686267005, 869691002, 551462012, 912208002, 634320003, 663568009, 759909002, 770021003, 736677001, 787237005, 793018001, 571706001, 861498002, 691834001, 698255001, 586896039, 687034024, 589924014, 571598002, 677347003, 612109002, 725325002, 777229004, 941005005, 399223001, 665975002, 399223004, 665676001, 816588002, 814668003, 452898029, 399223028, 735840003, 758581001, 684341002, 790645006, 685813007, 685813016, 810838009, 706016038, 568137003, 748574002, 900659001, 874547003, 776179003, 544627004, 705800001, 589599042, 893064003, 921096004, 798579013, 519583045, 685448005, 723912001, 782066002, 649671004, 713993061, 682289001, 865073002, 816241006, 779782001, 675142001, 680262003, 573085044, 681179001, 640539002, 759814011, 881947001, 761968001, 726128002, 578480002, 723824004, 564358023, 488561032, 636421003, 919365008, 399087001, 750127001, 818031004, 693572001, 659204002, 747737001, 626521001, 665305001, 697177001, 690478001, 751471027, 737710005, 779331001, 934211005, 872920001, 788248001, 863000003, 729816004, 750424007, 690541003, 484205004, 565379022, 537688015, 699735002, 639895003, 674606047, 458924001, 648940001, 863937003, 725718001, 766955001, 684971003, 556438013]"
10667298090956198422,"[650672001, 748032001, 684704002, 726128002, 488561032, 820357001, 579541004, 787237005, 625642001, 815338002, 650506004, 764895001, 718575001, 399087001, 349301024, 695908001, 739732001, 579541027, 349301030, 789225001, 568137003, 589924014, 690478001, 751471027, 613246004, 737710005, 469039032, 772899001, 754835001, 667379003, 677347003, 863000003, 857448004, 685448005, 893064003, 634333001, 682237002, 733101001, 695421001, 700701001, 581298001, 745058001, 788946001, 841383002, 772711004, 690108001, 595201001, 571436010, 863937003, 758470001, 779622002, 519847025, 779622005, 686587001]"
10683241787802396778,"[651200001, 355072002, 574752003, 706016001, 797088002, 790101001, 743840011, 794389003, 755861003, 829845005, 664074001, 705258001, 832330002, 819082006, 785034008, 707743003, 479167004, 830100002, 706016038, 744073001, 808841002, 632982059, 790505004, 739529007, 716958001, 756350002, 844734001, 179123001, 680264001, 842792001, 662344003, 739144004, 636392003, 837448002, 719272002, 730365001, 677917002, 864509002, 720125007, 324946001, 605106002, 865458002, 849586004, 681373013, 719239001, 733831001, 767815001, 597891002, 599580001, 372860001, 884220001, 393447015, 811601001, 865073002, 823505002, 524529004, 685009003, 728156014, 722438001, 844198002, 586310001, 591334003, 711462005, 759814010, 743803002, 696155002, 894651003, 854683004, 732411002, 512251008, 755440001, 695632001, 747984001, 325542018, 700912001, 618800002, 808624007, 736624001, 850917001, 751941002, 153115019, 554598027, 777018002, 842607001, 561445018, 618287006, 720228002, 457892003, 592975011, 586955001, 687034023, 765689001, 681657002, 847673003, 622745003, 837049002, 504154027, 607705003, 695545002, 688537004, 772046001, 842606003, 708366004, 699075001, 771118010, 644419001, 751939004, 806243005, 733027006, 559630013, 794819005, 626168001, 810520002, 810744003, 821336004, 705293001, 673677002, 803757002, 877037003, 399256013, 860525001, 776237006, 689165001, 510210001, 708098001, 781613011, 456163028, 723341004, 809901002, 695632087, 724567004, 708471006, 684087008, 871468001, 686604003, 660599014, 711649001, 897505001, 873217003, 826508010, 552471019, 860630003, 647190003, 856310006, 770315001, 538283002, 667499003, 832331004]"
10722550166765764432,"[706016001, 648320002, 736672003, 761248002, 829152002, 767317001, 716853002, 678965001, 717365002, 916235002, 724405002, 733045002, 893045004, 635146001, 603584018, 408554004, 803594004, 813451002, 884319009, 684340002, 793108003, 845428004, 732842021, 673396009, 654046001, 579541042, 762846001, 643358001, 865470002, 669715001, 777043002, 820563003, 717779002, 646067002, 724904001, 762856001, 837576001, 505512004, 835549001, 800573001, 572797009, 881362001, 775026001, 825714001, 724402005, 777628002, 636455012, 716348008, 858161001, 865073001, 926502001, 599580017, 616635001, 890683001, 253448059, 760667004, 623632001, 758064002, 699600003, 814224002, 747984002, 757552006, 768229001, 723109001, 590928011, 882757003, 817285002, 669562001, 693242001, 762896024, 632143001, 714927003, 867023003, 731407005, 700367006, 461327006, 814116001, 620762018, 758084002, 858052008, 798265001, 709177001, 760633001, 662948013, 312878001, 658403001, 713699002, 732611003, 714083009, 738072001, 825720001, 851608003, 657208001, 673144001, 687704001, 682520001, 689005001, 830733001, 892920001, 565379022, 759266001, 813602001, 779842001, 793911001, 787095003, 611415005, 640716001, 738540001, 617036003, 826508005, 811905001, 701729002, 695542005, 695542007, 564310008, 607691002, 798763004, 623115005]"
10782371186509172717,"[612891008, 693584001, 744272002, 693243009, 668864002, 733803009, 772864001, 637515010, 818320001, 806528004, 804496002, 803685001, 690933004, 739590030, 568597007, 652218001, 705786002, 734426002, 746730003, 813898002, 792058002, 697050008, 654847001, 626442009, 158340001, 674100001, 547780001, 660500002, 687524001, 688873001, 872475001, 767065003, 909081004, 708910001, 570002100, 905614004, 524825012, 637566004, 759139002, 860411001, 637283006, 797608001, 700344002, 713784003, 640541001, 758125001, 607661001, 686269005, 542402001, 886226002, 676667001, 864498001, 806203001, 684210001, 695632087, 901607001, 751175001, 554450011, 637143001, 746487005, 865799006, 685863001, 685468001, 820428001, 516000099, 879388001, 695632099, 529841001, 705841001, 739953003, 763270001, 499334001, 700966009, 803547002, 915611004]"
10794393202321486201,"[679280001, 874064001, 745232003, 550309001, 727061002, 717050001, 816490001, 663567001, 678687001, 731743002, 849519004, 746644001, 555102001, 721118001, 724905009, 855198005, 670942007, 611235002, 637283007, 785464001, 746509004, 713997016, 686631001, 716951001, 746087002, 640716001, 629420002, 704849001, 739953004, 648998001, 680262003, 708379004]"
10918524061993801020,"[682832001, 721952001, 695632002, 762096004, 689109001, 761701001, 689109003, 718549003, 804992011, 771557004, 856405001, 879066001, 753237011, 837743002, 568597021, 729860001, 877332001, 874916005, 832884008, 720137002, 822201002, 643833005, 524825012, 697054004, 349301048, 572515001, 568601020, 639838015, 835240001, 802344001, 749699017, 762205002, 766829002, 233091020, 772349009, 687106002, 864434001, 615042005, 608776021, 812807001, 726183002, 758002011, 746775001, 580482010, 742663001, 748284001, 743644003, 805323001, 188183016, 761713001, 819137001, 663937002, 792817004, 702657001, 806225008, 680374001, 821062001, 607670001, 659302004, 533404021, 619350002, 702774003, 539787001]"
11002644017240390486,"[755440001, 355072002, 574752003, 695632001, 778064006, 153115019, 705258001, 551370001, 796239001, 914351002, 778064029, 634591005, 563519008, 723353002, 622745003, 688873003, 879294002, 666382003, 747198003, 625635002, 764355004, 680264001, 759480001, 849112001, 456163009, 715624003, 673677002, 553069002, 768440011, 399256013, 510210001, 605106002, 695632087, 812167002, 580482011, 736887003, 776237020, 660599002, 456163034, 703207003, 746076001, 660599007, 393447015, 692833004, 723201004, 645638001, 873158002, 906635001, 536139006]"
